"Protein Group","Top","Accession","Significance","Coverage (%)","#Peptides","#Unique","PTM","wt1 Area","wt3 Area","wt2 Area","php1 Area","php3 Area","php2 Area","Sample Profile (Ratio)","WT Area","PHP Area","Group Profile (Ratio)","Avg. Mass","Description"
1405,true,"A0A0U1RRV5|A0A0U1RRV5_RAT",8.50,7.64,7,7,"",2971561.0,2258637.0,2308861.5,2930611.5,3072103.8,2837057.8,1.00:0.76:0.78:0.99:1.03:0.95,2513019.8,2946591.0,1.00:1.17,151166,"Clustered mitochondria protein homolog OS=Rattus norvegicus OX=10116 GN=Cluh PE=1 SV=1"
1268,true,"G3V6S8|SRSF6_RAT",0.39,20.65,9,6,"",2.4784948E7,2.05077E7,1.9931312E7,2.2417158E7,2.1564296E7,2.146896E7,1.00:0.83:0.80:0.90:0.87:0.87,2.174132E7,2.1816804E7,1.00:1.00,39025,"Serine/arginine-rich splicing factor 6 OS=Rattus norvegicus OX=10116 GN=Srsf6 PE=1 SV=1"
28,true,"A0A0G2JZI2|A0A0G2JZI2_RAT",27.94,53.11,62,62,"Carbamidomethylation",3.798186E7,4.0738192E7,3.8531168E7,4.6159872E7,4.8179044E7,4.8189036E7,1.00:1.07:1.01:1.22:1.27:1.27,3.908374E7,4.750932E7,1.00:1.22,169861,"Glutamyl-tRNA synthetase OS=Rattus norvegicus OX=10116 GN=Eprs PE=1 SV=1"
2688,true,"O54772|SMRD2_RAT",1.47,9.42,3,3,"Carbamidomethylation",1020645.9,887590.6,837955.1,1000828.06,749686.6,895821.75,1.00:0.87:0.82:0.98:0.73:0.88,915397.25,882112.1,1.00:0.96,59128,"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2 OS=Rattus norvegicus OX=10116 GN=Smarcd2 PE=1 SV=3"
2582,true,"P45479|PPT1_RAT",36.66,15.36,3,3,"Carbamidomethylation",5721857.5,4785286.5,5010136.0,2118106.0,2403588.5,2230106.0,1.00:0.84:0.88:0.37:0.42:0.39,5172427.0,2250600.0,1.00:0.44,34455,"Palmitoyl-protein thioesterase 1 OS=Rattus norvegicus OX=10116 GN=Ppt1 PE=1 SV=1"
1511,true,"Q5PPL3|NSDHL_RAT",5.45,36.46,8,8,"Carbamidomethylation",3791241.2,7859983.0,7596506.0,7821489.5,8750520.0,8035888.0,1.00:2.07:2.00:2.06:2.31:2.12,6415910.0,8202632.5,1.00:1.28,40412,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating OS=Rattus norvegicus OX=10116 GN=Nsdhl PE=2 SV=1"
3904,true,"Q9JHU6|STMN3_RAT",21.91,5.00,1,1,"",1670198.4,1561185.0,1484591.6,1129162.9,1289604.8,1160126.4,1.00:0.93:0.89:0.68:0.77:0.69,1571991.6,1192964.6,1.00:0.76,20895,"Stathmin-3 OS=Rattus norvegicus OX=10116 GN=Stmn3 PE=1 SV=1"
1897,false,"D3Z8D7|D3Z8D7_RAT",8.96,44.35,5,5,"Carbamidomethylation",1.56240672E8,1.38429344E8,1.40865072E8,1.39156592E8,1.28429512E8,1.31873648E8,1.00:0.89:0.90:0.89:0.82:0.84,1.45178368E8,1.33153248E8,1.00:0.92,13006,"40S ribosomal protein S26 OS=Rattus norvegicus OX=10116 GN=LOC100361854 PE=3 SV=1"
397,true,"Q2LAP6|TES_RAT",51.64,64.20,21,21,"Carbamidomethylation",1.5786026E7,1.5877356E7,1.6147963E7,4.2818824E7,3.860264E7,4.0766024E7,1.00:1.01:1.02:2.71:2.45:2.58,1.5937115E7,4.072916E7,1.00:2.56,47632,"Testin OS=Rattus norvegicus OX=10116 GN=Tes PE=1 SV=1"
3723,true,"Q9WVA1|TIM8A_RAT",11.90,11.34,1,1,"Carbamidomethylation",3936613.2,3960267.5,3310992.8,3199748.0,3280256.8,3088749.8,1.00:1.01:0.84:0.81:0.83:0.78,3735957.8,3189584.8,1.00:0.85,11042,"Mitochondrial import inner membrane translocase subunit Tim8 A OS=Rattus norvegicus OX=10116 GN=Timm8a PE=1 SV=1"
3597,true,"A0A0G2K659|A0A0G2K659_RAT",2.39,1.29,1,1,"",1893058.8,1.3500083E7,1.3070955E7,1.0050458E7,9917368.0,1.09244E7,1.00:7.13:6.90:5.31:5.24:5.77,9488032.0,1.0297409E7,1.00:1.09,69369,"Tripartite motif protein 29 (Predicted), isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Trim29 PE=4 SV=1"
4337,true,"O88339|EPN1_RAT",11.09,1.74,1,1,"",348228.8,380156.44,351872.53,277839.78,308736.16,341393.5,1.00:1.09:1.01:0.80:0.89:0.98,360085.94,309323.16,1.00:0.86,60158,"Epsin-1 OS=Rattus norvegicus OX=10116 GN=Epn1 PE=1 SV=1"
1555,true,"P01830|THY1_RAT",19.55,36.65,7,7,"Carbamidomethylation",4.78342784E8,3.74830624E8,4.2200896E8,2.97231872E8,3.16483488E8,3.03276896E8,1.00:0.78:0.88:0.62:0.66:0.63,4.250608E8,3.05664096E8,1.00:0.72,18172,"Thy-1 membrane glycoprotein OS=Rattus norvegicus OX=10116 GN=Thy1 PE=1 SV=1"
3958,true,"D3ZZ10|D3ZZ10_RAT",4.27,5.75,1,1,"",0.0,0.0,0.0,26351.594,0.0,0.0,-:-:-:64.00:-:-,0.0,26351.594,-:64.00,43633,"RCG37285 OS=Rattus norvegicus OX=10116 GN=Zcchc3 PE=4 SV=1"
2119,true,"Q6MG13|Q6MG13_RAT",28.52,2.68,3,2,"Carbamidomethylation",480719.4,405082.1,477601.03,275926.28,288655.9,260167.97,1.00:0.84:0.99:0.57:0.60:0.54,454467.5,274916.72,1.00:0.60,119264,"RNA helicase OS=Rattus norvegicus OX=10116 GN=Dhx16 PE=1 SV=1"
2751,false,"M0R8T0|M0R8T0_RAT",15.25,6.44,2,2,"Carbamidomethylation",1361158.5,1037012.75,1424737.8,962633.4,839398.75,773646.44,1.00:0.76:1.05:0.71:0.62:0.57,1274303.0,858559.5,1.00:0.67,54619,"2,3-bisphosphoglycerate 3-phosphatase OS=Rattus norvegicus OX=10116 GN=RGD1564801 PE=3 SV=1"
207,true,"P47860|PFKAP_RAT",8.61,40.86,27,24,"Carbamidomethylation",2.08835E7,1.6740035E7,1.8663198E7,1.6844112E7,1.5441424E7,1.69503E7,1.00:0.80:0.89:0.81:0.74:0.81,1.8762244E7,1.6411946E7,1.00:0.87,85720,"ATP-dependent 6-phosphofructokinase, platelet type OS=Rattus norvegicus OX=10116 GN=Pfkp PE=1 SV=2"
2054,true,"M0RAD5|M0RAD5_RAT",21.86,27.21,5,5,"",1.431846E7,1.5787098E7,1.4439426E7,1.0172844E7,1.2024076E7,1.062446E7,1.00:1.10:1.01:0.71:0.84:0.74,1.4848328E7,1.094046E7,1.00:0.74,29722,"ATP-dependent Clp protease proteolytic subunit OS=Rattus norvegicus OX=10116 GN=Clpp PE=1 SV=1"
1631,true,"Q6AXR4|HEXB_RAT",7.10,17.50,6,6,"Carbamidomethylation",9954801.0,8677069.0,9027574.0,9198027.0,7950148.0,7900425.0,1.00:0.87:0.91:0.92:0.80:0.79,9219815.0,8349533.0,1.00:0.91,61527,"Beta-hexosaminidase subunit beta OS=Rattus norvegicus OX=10116 GN=Hexb PE=2 SV=1"
250,true,"D3ZFP4|D3ZFP4_RAT",15.39,44.90,26,26,"Carbamidomethylation",1.4488666E7,1.5469842E7,1.3253965E7,1.6262441E7,1.872347E7,1.8099234E7,1.00:1.07:0.91:1.12:1.29:1.25,1.4404157E7,1.7695048E7,1.00:1.23,91659,"DNA helicase OS=Rattus norvegicus OX=10116 GN=Mcm3 PE=1 SV=3"
2027,true,"Q9Z1W6|LYRIC_RAT",2.76,13.77,5,5,"",1953620.2,5236264.0,4552290.0,4352210.0,4525028.0,4461522.5,1.00:2.68:2.33:2.23:2.32:2.28,3914058.0,4446253.5,1.00:1.14,63969,"Protein LYRIC OS=Rattus norvegicus OX=10116 GN=Mtdh PE=1 SV=2"
508,true,"P45592|COF1_RAT",13.95,49.40,17,13,"Carbamidomethylation",3.76463008E8,3.95634176E8,3.92848256E8,4.111472E8,4.02976576E8,4.10735904E8,1.00:1.05:1.04:1.09:1.07:1.09,3.88315168E8,4.08286592E8,1.00:1.05,18533,"Cofilin-1 OS=Rattus norvegicus OX=10116 GN=Cfl1 PE=1 SV=3"
572,true,"Q00438|PTBP1_RAT",24.71,52.79,16,15,"Carbamidomethylation",5.5699304E7,5.9442372E7,5.5241848E7,6.977592E7,7.101888E7,6.622268E7,1.00:1.07:0.99:1.25:1.28:1.19,5.6794508E7,6.9005824E7,1.00:1.22,59354,"Polypyrimidine tract-binding protein 1 OS=Rattus norvegicus OX=10116 GN=Ptbp1 PE=1 SV=1"
220,true,"Q4KM49|SYYC_RAT",7.44,59.28,29,29,"Carbamidomethylation",3.3244086E7,3.1121882E7,3.1121352E7,2.6644638E7,2.944702E7,3.1572672E7,1.00:0.94:0.94:0.80:0.89:0.95,3.1829108E7,2.9221444E7,1.00:0.92,59115,"Tyrosine--tRNA ligase, cytoplasmic OS=Rattus norvegicus OX=10116 GN=Yars1 PE=2 SV=3"
3988,true,"A0A0G2K8I5|A0A0G2K8I5_RAT",8.88,1.31,1,1,"",437133.22,593528.7,709732.75,495200.5,392062.22,310543.2,1.00:1.36:1.62:1.13:0.90:0.71,580131.56,399268.62,1.00:0.69,125989,"Protocadherin 19 OS=Rattus norvegicus OX=10116 GN=Pcdh19 PE=4 SV=1"
81,false,"Q6IFV3|K1C15_RAT",41.22,3.13,2,2,"",4.1897204E7,3.9312192E7,3.3080772E7,1.153694E7,1.1740151E7,1.1336103E7,1.00:0.94:0.79:0.28:0.28:0.27,3.8096724E7,1.1537732E7,1.00:0.30,48870,"Keratin, type I cytoskeletal 15 OS=Rattus norvegicus OX=10116 GN=Krt15 PE=1 SV=1"
3007,true,"G3V9Y9|G3V9Y9_RAT",1.12,17.20,2,2,"",4331798.0,3286302.5,3903649.5,4023322.0,3779955.5,3945672.0,1.00:0.76:0.90:0.93:0.87:0.91,3840583.2,3916316.5,1.00:1.02,18135,"AP complex subunit sigma OS=Rattus norvegicus OX=10116 GN=Ap3s1 PE=1 SV=1"
2225,true,"B5DEQ4|B5DEQ4_RAT",0.86,10.22,5,2,"",8180962.0,6868128.0,4212655.0,5603087.5,6239931.0,5847782.0,1.00:0.84:0.51:0.68:0.76:0.71,6420582.0,5896933.5,1.00:0.92,25352,"RCG27500, isoform CRA_c OS=Rattus norvegicus OX=10116 GN=Snrpb2 PE=1 SV=1"
4032,true,"A0A0G2K146|A0A0G2K146_RAT",3.25,6.71,1,1,"Carbamidomethylation",429879.78,619553.1,596856.94,384731.03,511016.03,553067.1,1.00:1.44:1.39:0.89:1.19:1.29,548763.25,482938.06,1.00:0.88,16939,"LysM domain-containing 2 OS=Rattus norvegicus OX=10116 GN=Lysmd2 PE=1 SV=1"
2219,true,"D3ZUX7|D3ZUX7_RAT",31.17,11.15,5,5,"Carbamidomethylation",4070880.5,3943438.0,3673935.5,2796873.8,2918346.5,2758245.2,1.00:0.97:0.90:0.69:0.72:0.68,3896084.5,2824488.5,1.00:0.72,65266,"Acyl-CoA synthetase family member 3 OS=Rattus norvegicus OX=10116 GN=Acsf3 PE=1 SV=1"
667,true,"P18163|ACSL1_RAT",20.06,23.03,14,12,"Carbamidomethylation",9203040.0,8568295.0,9109600.0,8126261.0,7786541.0,7666090.0,1.00:0.93:0.99:0.88:0.85:0.83,8960312.0,7859631.0,1.00:0.88,78179,"Long-chain-fatty-acid--CoA ligase 1 OS=Rattus norvegicus OX=10116 GN=Acsl1 PE=1 SV=1"
2968,true,"Q5U2P5|Q5U2P5_RAT",9.04,4.82,2,2,"Carbamidomethylation",2298782.5,2439142.8,2169721.0,2203047.5,2086654.4,1852228.0,1.00:1.06:0.94:0.96:0.91:0.81,2302548.8,2047310.0,1.00:0.89,76061,"C2CD2-like OS=Rattus norvegicus OX=10116 GN=C2cd2l PE=1 SV=1"
2395,true,"P36372|TAP2_RAT",7.82,6.26,3,3,"",2844554.2,3715600.5,4077629.5,2969526.5,2798283.5,2967527.5,1.00:1.31:1.43:1.04:0.98:1.04,3545928.0,2911779.2,1.00:0.82,77713,"Antigen peptide transporter 2 OS=Rattus norvegicus OX=10116 GN=Tap2 PE=1 SV=1"
731,true,"D4A7R0|D4A7R0_RAT",6.84,31.04,13,13,"Carbamidomethylation",8075069.0,7419833.5,7394279.5,7927205.5,7898336.5,8094109.0,1.00:0.92:0.92:0.98:0.98:1.00,7629727.0,7973217.0,1.00:1.05,74652,"Signal recognition particle subunit SRP72 OS=Rattus norvegicus OX=10116 GN=LOC108348180 PE=1 SV=2"
4363,true,"D3ZR17|D3ZR17_RAT",5.41,6.45,1,1,"",958984.3,1020556.06,836179.0,1120058.9,916792.9,1095329.1,1.00:1.06:0.87:1.17:0.96:1.14,938573.1,1044060.3,1.00:1.11,18871,"U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein OS=Rattus norvegicus OX=10116 GN=Snrnp27 PE=1 SV=2"
1701,true,"O70454|BUD31_RAT",9.53,49.31,6,6,"Carbamidomethylation",4655982.0,4658175.0,5067456.5,4286515.5,4556983.5,4552746.0,1.00:1.00:1.09:0.92:0.98:0.98,4793871.5,4465415.0,1.00:0.93,17000,"Protein BUD31 homolog OS=Rattus norvegicus OX=10116 GN=Bud31 PE=2 SV=2"
1751,true,"Q6AY97|CCD91_RAT",24.69,22.85,7,7,"Carbamidomethylation",2123480.5,2026265.4,2120951.8,2688218.5,3138215.8,2760864.8,1.00:0.95:1.00:1.27:1.48:1.30,2090232.6,2862433.0,1.00:1.37,50166,"Coiled-coil domain-containing protein 91 OS=Rattus norvegicus OX=10116 GN=Ccdc91 PE=1 SV=1"
2384,false,"Q4FZZ3|Q4FZZ3_RAT",30.07,9.01,3,2,"",6831533.0,6374917.5,6577685.0,5413419.5,5470888.5,5248249.5,1.00:0.93:0.96:0.79:0.80:0.77,6594711.5,5377519.0,1.00:0.82,25569,"Glutathione transferase OS=Rattus norvegicus OX=10116 GN=Gsta5 PE=2 SV=1"
2078,true,"G3V920|G3V920_RAT",2.09,14.24,5,5,"Carbamidomethylation",6471769.0,5276910.0,5888309.5,6356404.0,4923195.5,5513416.0,1.00:0.82:0.91:0.98:0.76:0.85,5878996.0,5597672.0,1.00:0.95,74806,"RCG61879 OS=Rattus norvegicus OX=10116 GN=Wdr43 PE=1 SV=1"
3273,true,"Q5BJP3|UFM1_RAT",45.31,58.82,2,2,"",8171111.5,8320343.5,8157295.0,9564054.0,9474636.0,9557988.0,1.00:1.02:1.00:1.17:1.16:1.17,8216250.0,9532226.0,1.00:1.16,9118,"Ubiquitin-fold modifier 1 OS=Rattus norvegicus OX=10116 GN=Ufm1 PE=3 SV=1"
841,true,"Q9EPY0|CARD9_RAT",5.48,29.66,13,13,"Carbamidomethylation",8050892.5,8270220.0,8854821.0,8002942.0,7639289.0,8359358.0,1.00:1.03:1.10:0.99:0.95:1.04,8391978.0,8000530.0,1.00:0.95,62632,"Caspase recruitment domain-containing protein 9 OS=Rattus norvegicus OX=10116 GN=Card9 PE=1 SV=1"
209,true,"P40329|SYRC_RAT",4.03,50.00,28,28,"Carbamidomethylation",2.6250504E7,2.0019256E7,2.4243244E7,2.7534204E7,2.3818488E7,2.5170576E7,1.00:0.76:0.92:1.05:0.91:0.96,2.3504334E7,2.5507756E7,1.00:1.09,75810,"Arginine--tRNA ligase, cytoplasmic OS=Rattus norvegicus OX=10116 GN=Rars1 PE=1 SV=2"
2858,true,"Q9R1D1|CTCF_RAT",2.54,5.97,3,3,"Carbamidomethylation",57191.215,270952.5,371408.0,234490.23,250354.9,299734.28,1.00:4.74:6.49:4.10:4.38:5.24,262049.17,261526.47,1.00:1.00,83880,"Transcriptional repressor CTCF OS=Rattus norvegicus OX=10116 GN=Ctcf PE=2 SV=1"
1573,true,"P07687|HYEP_RAT",3.04,17.80,6,6,"",6917652.0,1.6533487E7,1.5436053E7,1.4932886E7,1.4453081E7,1.5339681E7,1.00:2.39:2.23:2.16:2.09:2.22,1.299933E7,1.490855E7,1.00:1.15,52582,"Epoxide hydrolase 1 OS=Rattus norvegicus OX=10116 GN=Ephx1 PE=1 SV=1"
2059,true,"Q5PQK1|SEP10_RAT",30.45,12.72,4,4,"Carbamidomethylation",1764528.2,1769622.4,1601099.4,2890199.5,3602436.2,3212361.0,1.00:1.00:0.91:1.64:2.04:1.82,1711750.1,3234999.0,1.00:1.89,53039,"Septin-10 OS=Rattus norvegicus OX=10116 GN=Septin10 PE=1 SV=1"
3789,true,"P63081|VATL_RAT",11.84,20.00,1,1,"",312902.4,236402.67,374263.44,180452.86,75257.27,180604.42,1.00:0.76:1.20:0.58:0.24:0.58,307856.2,145438.19,1.00:0.47,15808,"V-type proton ATPase 16 kDa proteolipid subunit OS=Rattus norvegicus OX=10116 GN=Atp6v0c PE=1 SV=1"
4508,true,"Q810T5|KAT7_RAT",4.74,2.78,1,1,"",716080.7,374927.72,673390.44,515140.16,229923.58,506411.38,1.00:0.52:0.94:0.72:0.32:0.71,588132.94,417158.38,1.00:0.71,70514,"Histone acetyltransferase KAT7 OS=Rattus norvegicus OX=10116 GN=Kat7 PE=1 SV=1"
456,true,"B2GV06|SCOT1_RAT",25.37,46.15,17,17,"Carbamidomethylation; Phosphorylation (STY)",1.4900722E7,1.6150878E7,1.6129702E7,2.043573E7,2.3146526E7,2.0721088E7,1.00:1.08:1.08:1.37:1.55:1.39,1.5727101E7,2.1434448E7,1.00:1.36,56204,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial OS=Rattus norvegicus OX=10116 GN=Oxct1 PE=1 SV=1"
4561,true,"B1WC31|B1WC31_RAT",8.31,4.62,1,1,"",31493.23,9639.151,16887.29,23990.742,52205.426,37002.527,1.00:0.31:0.54:0.76:1.66:1.17,19339.89,37732.9,1.00:1.95,42986,"Meis homeobox 1 OS=Rattus norvegicus OX=10116 GN=Meis1 PE=2 SV=1"
1828,true,"Q7TPI7|Q7TPI7_RAT",17.53,20.11,6,6,"Carbamidomethylation",8860332.0,8955649.0,8878217.0,9444170.0,9195614.0,9677479.0,1.00:1.01:1.00:1.07:1.04:1.09,8898066.0,9439088.0,1.00:1.06,37728,"Ac2-269 OS=Rattus norvegicus OX=10116 GN=LOC100911453 PE=1 SV=1"
4373,true,"D4A2D1|D4A2D1_RAT",3.87,2.79,1,1,"",1021290.44,1083269.6,1034932.9,1041865.2,1066728.9,1099994.8,1.00:1.06:1.01:1.02:1.04:1.08,1046497.6,1069529.6,1.00:1.02,35982,"Olfactory receptor OS=Rattus norvegicus OX=10116 GN=Olr1691 PE=3 SV=1"
1122,true,"G3V8B3|G3V8B3_RAT",25.79,16.67,8,3,"Acetylation (K)",7.2460499E8,7.1120442E8,7.3196723E8,8.0183462E8,8.5631725E8,8.3946022E8,1.00:0.98:1.01:1.11:1.18:1.16,7.2259226E8,8.3253741E8,1.00:1.15,13906,"Histone H2B OS=Rattus norvegicus OX=10116 GN=Hist1h2bq PE=3 SV=1"
3889,true,"F1LVG9|F1LVG9_RAT",6.03,0.31,1,1,"",938381.8,1622612.6,1385923.1,1610419.1,1659411.1,1533177.1,1.00:1.73:1.48:1.72:1.77:1.63,1315639.2,1601002.5,1.00:1.22,359959,"ALMS1, centrosome and basal body-associated protein OS=Rattus norvegicus OX=10116 GN=Alms1 PE=1 SV=2"
493,true,"P09895|RL5_RAT",4.89,61.95,18,18,"Carbamidomethylation; Phosphorylation (STY)",1.56494128E8,2.0343888E8,1.63515088E8,2.09154032E8,1.69212528E8,2.12839728E8,1.00:1.30:1.04:1.34:1.08:1.36,1.74482704E8,1.97068752E8,1.00:1.13,34459,"60S ribosomal protein L5 OS=Rattus norvegicus OX=10116 GN=Rpl5 PE=1 SV=3"
925,true,"M0RDR7|M0RDR7_RAT",0.04,1.94,12,1,"Phosphorylation (STY)",933596.3,1417589.2,1203180.6,1358703.4,940087.6,1253302.0,1.00:1.52:1.29:1.46:1.01:1.34,1184788.8,1184031.0,1.00:1.00,87799,"Glutaminyl-tRNA synthetase OS=Rattus norvegicus OX=10116 GN=LOC100911132 PE=1 SV=1"
1734,true,"D4AAH6|D4AAH6_RAT",6.50,39.45,7,7,"Carbamidomethylation",4077815.0,5069004.5,4919299.5,5415783.0,5025811.0,5092761.5,1.00:1.24:1.21:1.33:1.23:1.25,4688706.0,5178118.5,1.00:1.10,33238,"Proteasome assembly chaperone 1 OS=Rattus norvegicus OX=10116 GN=Psmg1 PE=1 SV=3"
2985,true,"A0A140UHX2|A0A140UHX2_RAT",6.29,7.37,2,2,"Carbamidomethylation",1115488.1,602323.75,825607.5,1058196.9,1081007.9,1024978.0,1.00:0.54:0.74:0.95:0.97:0.92,847806.44,1054727.6,1.00:1.24,55431,"Zinc finger, C3HC-type-containing 1 OS=Rattus norvegicus OX=10116 GN=Zc3hc1 PE=1 SV=1"
3915,true,"D4A7K5|D4A7K5_RAT",5.56,1.60,1,1,"Carbamidomethylation",155731.31,156824.2,129697.055,191176.9,155943.97,152119.1,1.00:1.01:0.83:1.23:1.00:0.98,147417.53,166413.33,1.00:1.13,135724,"Phospholipid-transporting ATPase OS=Rattus norvegicus OX=10116 GN=Atp11a PE=1 SV=1"
1686,true,"Q6AYR1|Q6AYR1_RAT",35.30,33.92,7,7,"",8.7327072E7,8.9215368E7,8.9767776E7,1.08773264E8,1.07960208E8,1.13732048E8,1.00:1.02:1.03:1.25:1.24:1.30,8.8770072E7,1.10155168E8,1.00:1.24,43096,"RCG52996, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Tfg PE=1 SV=1"
453,true,"P04636|MDHM_RAT",10.50,63.02,18,18,"Carbamidomethylation; Oxidation (M)",2.13271008E8,2.1633232E8,1.90977376E8,2.22399936E8,2.4359056E8,2.25267888E8,1.00:1.01:0.90:1.04:1.14:1.06,2.06860224E8,2.30419472E8,1.00:1.11,35684,"Malate dehydrogenase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Mdh2 PE=1 SV=2"
4013,true,"Q07803|EFGM_RAT",15.85,1.86,1,1,"",350542.72,292408.56,410403.9,230806.7,246437.34,255854.25,1.00:0.83:1.17:0.66:0.70:0.73,351118.4,244366.1,1.00:0.70,83457,"Elongation factor G, mitochondrial OS=Rattus norvegicus OX=10116 GN=Gfm1 PE=1 SV=2"
3257,true,"A0A0G2JUC9|A0A0G2JUC9_RAT",22.01,0.56,2,2,"",720174.0,678933.8,796685.9,469040.88,325050.78,407464.3,1.00:0.94:1.11:0.65:0.45:0.57,731931.25,400518.66,1.00:0.55,527477,"HECT-type E3 ubiquitin transferase OS=Rattus norvegicus OX=10116 GN=Herc2 PE=1 SV=1"
1706,true,"F1LNP1|F1LNP1_RAT",2.00,5.65,7,6,"Phosphorylation (STY)",5883549.5,5372048.0,6538320.0,6358245.5,5200216.0,5496776.0,1.00:0.91:1.11:1.08:0.88:0.93,5931306.0,5685079.0,1.00:0.96,190262,"AT-rich interaction domain 1B OS=Rattus norvegicus OX=10116 GN=Arid1b PE=1 SV=2"
1343,true,"Q5M7A4|UBA5_RAT",3.54,28.04,8,8,"Carbamidomethylation",6964804.5,7716975.0,8088263.5,7442150.5,7006155.0,7375144.0,1.00:1.11:1.16:1.07:1.01:1.06,7590014.0,7274483.0,1.00:0.96,44895,"Ubiquitin-like modifier-activating enzyme 5 OS=Rattus norvegicus OX=10116 GN=Uba5 PE=1 SV=1"
990,true,"D4A0C3|D4A0C3_RAT",39.64,25.16,11,11,"Carbamidomethylation",1.7091092E7,1.5471616E7,1.6359556E7,1.0474852E7,1.047514E7,1.0541943E7,1.00:0.91:0.96:0.61:0.61:0.62,1.6307422E7,1.0497312E7,1.00:0.64,86196,"HID1 domain-containing OS=Rattus norvegicus OX=10116 GN=Hid1 PE=1 SV=2"
2667,true,"Q7TP44|Q7TP44_RAT",48.81,20.16,3,3,"Carbamidomethylation",1.6554604E7,1.5169365E7,1.5164972E7,6739271.5,6368282.5,6572803.0,1.00:0.92:0.92:0.41:0.38:0.40,1.5629647E7,6560119.0,1.00:0.42,25878,"Sulfiredoxin OS=Rattus norvegicus OX=10116 GN=Srxn1 PE=1 SV=1"
4234,true,"Q68FP9|COG6_RAT",2.12,1.52,1,1,"",599796.1,428934.53,404239.38,474490.3,456512.16,381587.47,1.00:0.72:0.67:0.79:0.76:0.64,477656.7,437529.97,1.00:0.92,72957,"Conserved oligomeric Golgi complex subunit 6 OS=Rattus norvegicus OX=10116 GN=Cog6 PE=2 SV=1"
964,true,"B2RYP0|B2RYP0_RAT",0.37,25.39,12,3,"",2280572.8,1732903.4,2355067.5,2504149.0,1617165.5,2178771.2,1.00:0.76:1.03:1.10:0.71:0.96,2122847.8,2100028.5,1.00:0.99,22036,"Ras homolog family member C OS=Rattus norvegicus OX=10116 GN=Rhoc PE=1 SV=1"
443,true,"Q62667|MVP_RAT",16.39,30.43,18,18,"Carbamidomethylation",1.9388544E7,2.3184754E7,2.212447E7,2.6487708E7,2.577589E7,2.6085876E7,1.00:1.20:1.14:1.37:1.33:1.35,2.1565924E7,2.611649E7,1.00:1.21,95798,"Major vault protein OS=Rattus norvegicus OX=10116 GN=Mvp PE=1 SV=4"
2543,true,"F1LSX7|F1LSX7_RAT",16.95,31.91,4,4,"Carbamidomethylation",3785511.5,3438258.5,4030165.0,4337754.5,4863836.0,4791596.0,1.00:0.91:1.06:1.15:1.28:1.27,3751311.8,4664395.5,1.00:1.24,25218,"Exosome component 5 OS=Rattus norvegicus OX=10116 GN=Exosc5 PE=1 SV=1"
1897,false,"A0A0G2K5P4|A0A0G2K5P4_RAT",5.89,13.04,1,1,"",7.1483792E7,6.5178384E7,6.7183032E7,6.7911384E7,6.1307084E7,6.4133656E7,1.00:0.91:0.94:0.95:0.86:0.90,6.79484E7,6.4450708E7,1.00:0.95,13072,"40S ribosomal protein S26 OS=Rattus norvegicus OX=10116 GN=RGD1559808 PE=3 SV=1"
1319,true,"Q5HZE4|MTNA_RAT",2.22,38.75,8,8,"Carbamidomethylation",9790554.0,1.0372835E7,1.062104E7,1.0389783E7,9469426.0,1.027614E7,1.00:1.06:1.08:1.06:0.97:1.05,1.0261476E7,1.0045116E7,1.00:0.98,39587,"Methylthioribose-1-phosphate isomerase OS=Rattus norvegicus OX=10116 GN=Mri1 PE=1 SV=1"
2952,true,"Q7TS62|Q7TS62_RAT",0.38,6.69,2,2,"",1237430.0,1180759.0,1035107.56,1196725.2,978032.75,1252571.4,1.00:0.95:0.84:0.97:0.79:1.01,1151098.9,1142443.1,1.00:0.99,31776,"Apoptosis regulator Bcl-X OS=Rattus norvegicus OX=10116 GN=Bcl2l1 PE=1 SV=1"
3432,true,"G3V8N8|G3V8N8_RAT",11.61,10.16,2,2,"",186410.11,150345.11,191539.56,132176.83,63401.438,112105.22,1.00:0.81:1.03:0.71:0.34:0.60,176098.27,102561.164,1.00:0.58,35032,"Probable RNA polymerase II nuclear localization protein SLC7A6OS OS=Rattus norvegicus OX=10116 GN=Slc7a6os PE=1 SV=1"
1373,true,"D3ZW15|D3ZW15_RAT",20.85,8.70,8,7,"Carbamidomethylation",2074536.8,1789515.9,1976225.5,2365221.0,2466305.0,2537546.8,1.00:0.86:0.95:1.14:1.19:1.22,1946759.4,2456357.5,1.00:1.26,134716,"SEC24 homolog B, COPII coat complex component OS=Rattus norvegicus OX=10116 GN=Sec24b PE=1 SV=1"
